1.000000000000000000e+00,8.928571641445159912e-02,4.878048598766326904e-02,7.042253762483596802e-02,4.545454680919647217e-02,2.941176481544971466e-02,4.545454680919647217e-02,3.703703731298446655e-02,7.352941483259201050e-02,6.250000000000000000e-02,4.651162773370742798e-02,3.125000000000000000e-02,4.938271641731262207e-02,6.024096533656120300e-02,9.259258955717086792e-02,5.797101557254791260e-02,5.747126415371894836e-02,0.000000000000000000e+00,5.479452013969421387e-02,6.153846159577369690e-02,9.090909361839294434e-02,6.944444775581359863e-02,6.349206715822219849e-02,6.493506580591201782e-02,4.166666790843009949e-02,6.944444775581359863e-02,2.857142873108386993e-02,3.960395976901054382e-02,1.147540956735610962e-01,5.479452013969421387e-02,6.060606241226196289e-02,1.176470592617988586e-01,8.510638028383255005e-02,5.128205195069313049e-02,4.545454680919647217e-02,4.504504427313804626e-02,6.976744532585144043e-02,4.545454680919647217e-02,6.493506580591201782e-02,3.614457696676254272e-02,6.896551698446273804e-02,7.692307978868484497e-02,5.263157933950424194e-02,7.575757801532745361e-02,8.571428805589675903e-02,2.597402594983577728e-02,7.692307978868484497e-02,3.658536449074745178e-02,8.219178020954132080e-02,1.014492735266685486e-01,8.823529630899429321e-02,4.545454680919647217e-02,6.024096533656120300e-02,8.536585420370101929e-02,2.702702768146991730e-02,4.166666790843009949e-02,3.488372266292572021e-02,7.042253762483596802e-02,3.896103799343109131e-02,3.703703731298446655e-02,3.999999910593032837e-02,3.191489353775978088e-02,6.349206715822219849e-02,1.587301641702651978e-01,4.109589010477066040e-02,1.129032224416732788e-01,8.571428805589675903e-02,7.692307978868484497e-02,6.060606241226196289e-02,1.612903177738189697e-01,4.032257944345474243e-02,7.042253762483596802e-02,1.304347813129425049e-01,4.166666790843009949e-02,5.333333462476730347e-02
8.928571641445159912e-02,1.000000000000000000e+00,1.122448965907096863e-01,1.000000014901161194e-01,1.084337383508682251e-01,1.372549086809158325e-01,7.812500000000000000e-02,1.382978707551956177e-01,1.034482792019844055e-01,1.134020611643791199e-01,1.414141356945037842e-01,9.876543283462524414e-02,5.882352963089942932e-02,1.326530575752258301e-01,1.232876703143119812e-01,1.162790730595588684e-01,7.476635277271270752e-02,7.272727042436599731e-02,1.235955059528350830e-01,1.500000059604644775e-01,1.585365831851959229e-01,1.235955059528350830e-01,3.235294222831726074e-01,1.538461595773696899e-01,7.246376574039459229e-02,7.526881992816925049e-02,1.132075488567352295e-01,1.228070184588432312e-01,9.638553857803344727e-02,1.111111119389533997e-01,9.411764889955520630e-02,1.123595535755157471e-01,1.746031790971755981e-01,1.052631586790084839e-01,1.500000059604644775e-01,1.487603336572647095e-01,1.129032224416732788e-01,1.219512224197387695e-01,9.375000000000000000e-02,1.354166716337203979e-01,1.047619059681892395e-01,1.382978707551956177e-01,1.444444507360458374e-01,1.604938209056854248e-01,1.379310339689254761e-01,7.368420809507369995e-02,1.481481492519378662e-01,1.020408198237419128e-01,9.677419066429138184e-02,1.123595535755157471e-01,1.411764770746231079e-01,1.084337383508682251e-01,9.900990128517150879e-02,1.199999973177909851e-01,8.791209012269973755e-02,7.246376574039459229e-02,1.313131302595138550e-01,2.073170691728591919e-01,1.195652186870574951e-01,1.145833358168601990e-01,1.609195470809936523e-01,9.090909361839294434e-02,3.235294222831726074e-01,1.294117718935012817e-01,8.791209012269973755e-02,8.235294371843338013e-02,8.791209012269973755e-02,9.411764889955520630e-02,6.896551698446273804e-02,9.195402264595031738e-02,8.571428805589675903e-02,1.000000014901161194e-01,1.098901107907295227e-01,1.127819567918777466e-01,1.590909063816070557e-01
4.878048598766326904e-02,1.122448965907096863e-01,1.000000000000000000e+00,1.923076957464218140e-01,1.250000000000000000e-01,3.750000149011611938e-02,3.296703472733497620e-02,2.571428716182708740e-01,9.009008854627609253e-02,1.769911497831344604e-01,1.129032224416732788e-01,1.287128776311874390e-01,5.555555596947669983e-02,7.086614519357681274e-02,1.263157874345779419e-01,1.308411210775375366e-01,1.475409865379333496e-01,2.439024299383163452e-02,1.061946898698806763e-01,8.333333581686019897e-02,1.320754736661911011e-01,1.160714253783226013e-01,1.274509876966476440e-01,1.403508782386779785e-01,8.124999701976776123e-02,1.261261254549026489e-01,3.703703731298446655e-02,9.285714477300643921e-02,9.433962404727935791e-02,1.467889845371246338e-01,1.456310749053955078e-01,9.734513610601425171e-02,1.250000000000000000e-01,1.504424810409545898e-01,9.395973384380340576e-02,9.333333373069763184e-02,1.058823540806770325e-01,1.037735864520072937e-01,1.504424810409545898e-01,1.355932205915451050e-01,1.370967775583267212e-01,1.092436984181404114e-01,1.531531512737274170e-01,1.121495291590690613e-01,1.481481492519378662e-01,1.651376187801361084e-01,1.238095238804817200e-01,1.367521435022354126e-01,8.547008782625198364e-02,1.272727251052856445e-01,1.509433984756469727e-01,2.187500000000000000e-01,1.239669397473335266e-01,2.017543911933898926e-01,1.171171143651008606e-01,9.493670612573623657e-02,1.913043409585952759e-01,1.698113232851028442e-01,1.327433586120605469e-01,2.571428716182708740e-01,1.250000000000000000e-01,1.417322903871536255e-01,1.274509876966476440e-01,1.415094286203384399e-01,1.809523850679397583e-01,1.037735864520072937e-01,1.376146823167800903e-01,1.028037369251251221e-01,1.238095238804817200e-01,1.111111119389533997e-01,9.937888383865356445e-02,1.588785052299499512e-01,1.052631586790084839e-01,1.689189225435256958e-01,1.238938048481941223e-01
7.042253762483596802e-02,1.000000014901161194e-01,1.923076957464218140e-01,1.000000000000000000e+00,1.145833358168601990e-01,1.388888899236917496e-02,1.204819232225418091e-02,1.401869207620620728e-01,4.716981202363967896e-02,1.181818172335624695e-01,6.666667014360427856e-02,1.182795688509941101e-01,6.034482643008232117e-02,6.779661029577255249e-02,8.988764137029647827e-02,1.562500000000000000e-01,1.504424810409545898e-01,1.369863003492355347e-02,1.057692319154739380e-01,4.901960864663124084e-02,1.578947305679321289e-01,7.476635277271270752e-02,1.290322542190551758e-01,8.108107745647430420e-02,5.161290243268013000e-02,8.490566164255142212e-02,1.369863003492355347e-02,7.518796622753143311e-02,7.070706784725189209e-02,1.386138647794723511e-01,1.020408198237419128e-01,7.547169923782348633e-02,1.265822798013687134e-01,1.320754736661911011e-01,1.007194221019744873e-01,1.000000014901161194e-01,7.692307978868484497e-02,9.183673560619354248e-02,1.214953288435935974e-01,1.588785052299499512e-01,1.008403375744819641e-01,1.296296268701553345e-01,1.346153914928436279e-01,1.237113401293754578e-01,1.176470592617988586e-01,1.584158390760421753e-01,1.020408198237419128e-01,9.821428358554840088e-02,1.142857149243354797e-01,1.067961156368255615e-01,1.789473742246627808e-01,1.145833358168601990e-01,9.565217047929763794e-02,1.238938048481941223e-01,1.632653027772903442e-01,4.487179592251777649e-02,9.482758492231369019e-02,1.875000000000000000e-01,1.346153914928436279e-01,1.509433984756469727e-01,9.433962404727935791e-02,1.538461595773696899e-01,1.290322542190551758e-01,1.326530575752258301e-01,1.515151560306549072e-01,1.030927821993827820e-01,9.615384787321090698e-02,1.250000000000000000e-01,1.134020611643791199e-01,1.340206116437911987e-01,5.696202442049980164e-02,1.176470592617988586e-01,1.485148519277572632e-01,1.319444477558135986e-01,1.142857149243354797e-01
4.545454680919647217e-02,1.084337383508682251e-01,1.250000000000000000e-01,1.145833358168601990e-01,1.000000000000000000e+00,6.451612710952758789e-02,2.666666731238365173e-02,1.386138647794723511e-01,7.216494530439376831e-02,1.262135952711105347e-01,9.009008854627609253e-02,1.149425283074378967e-01,6.422018259763717651e-02,6.250000000000000000e-02,9.756097197532653809e-02,1.063829809427261353e-01,1.181818172335624695e-01,3.076923079788684845e-02,2.000000029802322388e-01,6.382978707551956177e-02,9.574468433856964111e-02,7.999999821186065674e-02,8.888889104127883911e-02,1.299999952316284180e-01,6.122449040412902832e-02,4.854368790984153748e-02,6.349206715822219849e-02,1.333333402872085571e-01,1.250000000000000000e-01,1.020408198237419128e-01,1.609195470809936523e-01,1.030927821993827820e-01,1.388888955116271973e-01,9.708737581968307495e-02,8.148147910833358765e-02,8.888889104127883911e-02,1.666666716337203979e-01,5.263157933950424194e-02,1.188118830323219299e-01,1.359223276376724243e-01,9.734513610601425171e-02,5.504587292671203613e-02,1.443298906087875366e-01,1.724137961864471436e-01,1.263157874345779419e-01,8.910891413688659668e-02,1.222222223877906799e-01,1.372549086809158325e-01,8.910891413688659668e-02,1.030927821993827820e-01,1.413043439388275146e-01,1.627907007932662964e-01,1.553398072719573975e-01,1.111111119389533997e-01,1.263157874345779419e-01,5.405405536293983459e-02,9.090909361839294434e-02,1.263157874345779419e-01,1.212121248245239258e-01,1.979166716337203979e-01,1.237113401293754578e-01,1.428571492433547974e-01,8.888889104127883911e-02,1.304347813129425049e-01,1.030927821993827820e-01,1.111111119389533997e-01,1.630434840917587280e-01,9.782608598470687866e-02,1.609195470809936523e-01,9.574468433856964111e-02,5.960264801979064941e-02,8.080808073282241821e-02,1.237113401293754578e-01,1.063829809427261353e-01,1.224489808082580566e-01
2.941176481544971466e-02,1.372549086809158325e-01,3.750000149011611938e-02,1.388888899236917496e-02,6.451612710952758789e-02,1.000000000000000000e+00,7.500000298023223877e-02,5.194805189967155457e-02,7.692307978868484497e-02,5.128205195069313049e-02,6.097561120986938477e-02,0.000000000000000000e+00,3.797468170523643494e-02,6.250000000000000000e-02,5.660377442836761475e-02,2.941176481544971466e-02,1.136363670229911804e-02,3.125000000000000000e-02,5.714285746216773987e-02,8.196721225976943970e-02,1.129032224416732788e-01,8.823529630899429321e-02,8.474576473236083984e-02,1.126760542392730713e-01,4.273504391312599182e-02,4.225352033972740173e-02,2.222222238779067993e-01,6.250000000000000000e-02,6.557376682758331299e-02,7.246376574039459229e-02,8.064515888690948486e-02,5.797101557254791260e-02,6.666667014360427856e-02,6.756756454706192017e-02,7.692307978868484497e-02,7.619047909975051880e-02,1.025641039013862610e-01,3.125000000000000000e-02,2.597402594983577728e-02,6.410256773233413696e-02,4.651162773370742798e-02,3.846153989434242249e-02,6.944444775581359863e-02,6.250000000000000000e-02,4.285714402794837952e-02,1.333333365619182587e-02,1.166666671633720398e-01,5.128205195069313049e-02,1.333333365619182587e-02,1.388888899236917496e-02,2.898550778627395630e-02,1.538461539894342422e-02,3.658536449074745178e-02,4.878048598766326904e-02,2.816901355981826782e-02,4.273504391312599182e-02,4.878048598766326904e-02,5.797101557254791260e-02,8.450704067945480347e-02,6.578947603702545166e-02,5.633802711963653564e-02,3.296703472733497620e-02,8.474576473236083984e-02,6.060606241226196289e-02,1.388888899236917496e-02,1.538461539894342422e-02,7.352941483259201050e-02,3.076923079788684845e-02,4.687500000000000000e-02,1.470588240772485733e-02,5.000000074505805969e-02,1.388888899236917496e-02,4.166666790843009949e-02,5.172413960099220276e-02,7.042253762483596802e-02
4.545454680919647217e-02,7.812500000000000000e-02,3.296703472733497620e-02,1.204819232225418091e-02,2.666666731238365173e-02,7.500000298023223877e-02,1.000000000000000000e+00,4.545454680919647217e-02,3.846153989434242249e-02,6.896551698446273804e-02,4.255319014191627502e-02,1.369863003492355347e-02,4.494382068514823914e-02,4.347826167941093445e-02,4.687500000000000000e-02,6.578947603702545166e-02,4.166666790843009949e-02,2.325581386685371399e-02,3.658536449074745178e-02,5.479452013969421387e-02,5.263157933950424194e-02,6.250000000000000000e-02,7.142857462167739868e-02,4.651162773370742798e-02,4.724409431219100952e-02,4.938271641731262207e-02,7.317072898149490356e-02,2.727272734045982361e-02,2.702702768146991730e-02,4.938271641731262207e-02,3.999999910593032837e-02,6.329113990068435669e-02,1.724137924611568451e-02,5.882352963089942932e-02,3.361344709992408752e-02,4.201680794358253479e-02,3.846153989434242249e-02,5.479452013969421387e-02,2.272727340459823608e-02,3.296703472733497620e-02,7.446808367967605591e-02,8.235294371843338013e-02,3.529411926865577698e-02,2.597402594983577728e-02,3.703703731298446655e-02,3.571428731083869934e-02,2.631578966975212097e-02,6.896551698446273804e-02,4.819276928901672363e-02,1.204819232225418091e-02,5.128205195069313049e-02,1.315789483487606049e-02,3.225806355476379395e-02,6.593406945466995239e-02,6.329113990068435669e-02,4.724409431219100952e-02,5.434782430529594421e-02,6.329113990068435669e-02,3.529411926865577698e-02,4.545454680919647217e-02,4.878048598766326904e-02,3.960395976901054382e-02,7.142857462167739868e-02,5.194805189967155457e-02,2.439024299383163452e-02,4.054053872823715210e-02,3.703703731298446655e-02,5.405405536293983459e-02,1.298701297491788864e-02,2.564102597534656525e-02,4.580152779817581177e-02,2.439024299383163452e-02,4.878048598766326904e-02,5.555555596947669983e-02,4.819276928901672363e-02
3.703703731298446655e-02,1.382978707551956177e-01,2.571428716182708740e-01,1.401869207620620728e-01,1.386138647794723511e-01,5.194805189967155457e-02,4.545454680919647217e-02,1.000000000000000000e+00,1.018518507480621338e-01,1.696428507566452026e-01,1.056910604238510132e-01,1.428571492433547974e-01,6.504064798355102539e-02,8.943089097738265991e-02,1.052631586790084839e-01,1.899999976158142090e-01,1.311475336551666260e-01,2.500000037252902985e-02,1.388888955116271973e-01,8.490566164255142212e-02,1.132075488567352295e-01,9.821428358554840088e-02,1.299999952316284180e-01,2.190476208925247192e-01,8.227848261594772339e-02,8.849557489156723022e-02,5.128205195069313049e-02,1.021897792816162109e-01,1.400000005960464478e-01,1.284403651952743530e-01,1.717171669006347656e-01,1.296296268701553345e-01,1.149425283074378967e-01,1.228070184588432312e-01,1.103448271751403809e-01,1.095890402793884277e-01,1.219512224197387695e-01,9.523809701204299927e-02,1.743119210004806519e-01,1.681415885686874390e-01,1.487603336572647095e-01,1.016949117183685303e-01,1.886792480945587158e-01,1.359223276376724243e-01,1.960784345865249634e-01,2.376237660646438599e-01,1.372549086809158325e-01,1.801801770925521851e-01,1.160714253783226013e-01,1.296296268701553345e-01,1.650485396385192871e-01,1.500000059604644775e-01,1.452991515398025513e-01,1.739130467176437378e-01,1.296296268701553345e-01,8.917197585105895996e-02,1.538461595773696899e-01,1.730769276618957520e-01,1.052631586790084839e-01,2.745098173618316650e-01,1.481481492519378662e-01,1.916666626930236816e-01,1.299999952316284180e-01,1.553398072719573975e-01,1.401869207620620728e-01,1.386138647794723511e-01,1.619047671556472778e-01,1.047619059681892395e-01,1.153846159577369690e-01,1.028037369251251221e-01,9.375000000000000000e-02,1.401869207620620728e-01,1.376146823167800903e-01,1.793103516101837158e-01,9.649122506380081177e-02
7.352941483259201050e-02,1.034482792019844055e-01,9.009008854627609253e-02,4.716981202363967896e-02,7.216494530439376831e-02,7.692307978868484497e-02,3.846153989434242249e-02,1.018518507480621338e-01,1.000000000000000000e+00,1.009174287319183350e-01,1.904761940240859985e-01,4.123711213469505310e-02,1.009174287319183350e-01,1.388888955116271973e-01,1.463414579629898071e-01,6.930693238973617554e-02,5.833333358168601990e-02,4.411764815449714661e-02,8.737864345312118530e-02,1.063829809427261353e-01,8.080808073282241821e-02,1.789473742246627808e-01,8.510638028383255005e-02,1.037735864520072937e-01,1.111111119389533997e-01,1.089108884334564209e-01,9.230769425630569458e-02,1.382113844156265259e-01,8.421052992343902588e-02,1.313131302595138550e-01,8.247422426939010620e-02,1.099999994039535522e-01,8.860759437084197998e-02,1.250000000000000000e-01,1.194029822945594788e-01,1.102941185235977173e-01,7.999999821186065674e-02,7.216494530439376831e-02,8.333333581686019897e-02,8.035714179277420044e-02,9.401709586381912231e-02,1.121495291590690613e-01,1.165048554539680481e-01,5.999999865889549255e-02,8.823529630899429321e-02,5.555555596947669983e-02,1.170212775468826294e-01,9.090909361839294434e-02,7.547169923782348633e-02,5.714285746216773987e-02,5.825242772698402405e-02,7.216494530439376831e-02,7.894736528396606445e-02,9.734513610601425171e-02,4.716981202363967896e-02,1.188811212778091431e-01,8.771929889917373657e-02,9.900990128517150879e-02,7.476635277271270752e-02,9.174311906099319458e-02,9.708737581968307495e-02,5.600000172853469849e-02,8.510638028383255005e-02,1.134020611643791199e-01,4.716981202363967896e-02,6.122449040412902832e-02,7.766990363597869873e-02,6.060606241226196289e-02,8.247422426939010620e-02,7.000000029802322388e-02,1.232876703143119812e-01,7.766990363597869873e-02,7.619047909975051880e-02,1.034482792019844055e-01,7.547169923782348633e-02
6.250000000000000000e-02,1.134020611643791199e-01,1.769911497831344604e-01,1.181818172335624695e-01,1.262135952711105347e-01,5.128205195069313049e-02,6.896551698446273804e-02,1.696428507566452026e-01,1.009174287319183350e-01,1.000000000000000000e+00,9.600000083446502686e-02,9.708737581968307495e-02,9.090909361839294434e-02,7.999999821186065674e-02,1.276595741510391235e-01,1.320754736661911011e-01,1.209677383303642273e-01,2.469135820865631104e-02,9.734513610601425171e-02,8.411215245723724365e-02,1.442307680845260620e-01,1.171171143651008606e-01,1.287128776311874390e-01,1.517857164144515991e-01,1.241830065846443176e-01,9.734513610601425171e-02,9.210526198148727417e-02,8.571428805589675903e-02,8.490566164255142212e-02,1.376146823167800903e-01,8.333333581686019897e-02,1.181818172335624695e-01,1.011235937476158142e-01,1.217391267418861389e-01,1.020408198237419128e-01,1.088435351848602295e-01,9.411764889955520630e-02,1.485148519277572632e-01,1.415929198265075684e-01,1.367521435022354126e-01,1.290322542190551758e-01,1.592920422554016113e-01,1.441441476345062256e-01,1.028037369251251221e-01,1.181818172335624695e-01,9.565217047929763794e-02,1.037735864520072937e-01,1.186440661549568176e-01,1.052631586790084839e-01,9.821428358554840088e-02,1.308411210775375366e-01,1.153846159577369690e-01,1.250000000000000000e-01,1.623931676149368286e-01,1.388888955116271973e-01,1.390728503465652466e-01,1.724137961864471436e-01,1.388888955116271973e-01,1.545454561710357666e-01,1.491228044033050537e-01,1.160714253783226013e-01,9.923664480447769165e-02,1.287128776311874390e-01,1.881188154220581055e-01,9.821428358554840088e-02,1.372549086809158325e-01,7.894736528396606445e-02,1.359223276376724243e-01,8.333333581686019897e-02,1.226415112614631653e-01,1.282051354646682739e-01,1.284403651952743530e-01,1.160714253783226013e-01,1.466666609048843384e-01,1.351351290941238403e-01
